,ExpressId,GlobalId,Class,PredefinedType,Name,Level,x_coordinate,y_coordinate,z_coordinate,Type,Material,Pset_DoorCommon.Reference,Qto_WallBaseQuantities.Height,Pset_RailingCommon.Reference,Qto_CoveringBaseQuantities.GROND,Pset_OpeningElementCommon.id,Qto_CoveringBaseQuantities.Width,KAAN_ILS Summary.1.1 Revit Category,Pset_SiteCommon.Reference,Pset_BuildingElementProxyCommon.id,Pset_StairCommon.NumberOfRiser,KAAN_ILS Summary.3.4 IFC Entiteit | IFC Class,Qto_DoorBaseQuantities.Height,Qto_WallBaseQuantities.Length,Qto_WindowBaseQuantities.Width,Pset_BuildingCommon.IsLandmarked,Qto_BuildingElementProxyQuantities.NetSurfaceArea,Pset_ReinforcementBarPitchOfWall.Reference,Pset_SlabCommon.PitchAngle,Pset_SlabCommon.LoadBearing,Qto_CoveringBaseQuantities.Lijm,Qto_BuildingElementProxyQuantities.id,KAAN_Qtos.Rough Height,Pset_DoorCommon.FireRating,Pset_SanitaryTerminalTypeCommon.id,KAAN_ILS Summary.4.3 Dragend | Load Bearing,Qto_RailingBaseQuantities.Length,KAAN_Qtos.Thickness,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (4),Pset_SlabCommon.Reference,Qto_CoveringBaseQuantities.40_tegels_keramisch_300x300mm,Qto_WallBaseQuantities.GrossVolume,Qto_WindowBaseQuantities.id,Qto_SlabBaseQuantities.id,KAAN_ILS Summary.id,Pset_ReinforcementBarPitchOfWall.Description,Pset_ManufacturerTypeInformation.Manufacturer,Pset_RailingCommon.id,KAAN_ILS Summary.3.3 Bouwlaag | Level,KAAN_Qtos.ClearWidth,Pset_StairFlightCommon.Reference,Pset_EnvironmentalImpactIndicators.Reference,Pset_StairCommon.Reference,Pset_WallCommon.ExtendToStructure,Pset_ManufacturerTypeInformation.id,Pset_WallCommon.Reference,Pset_CoveringCommon.id,Pset_WindowCommon.id,Pset_WindowCommon.IsExternal,Qto_OpeningElementBaseQuantities.Volume,Qto_OpeningElementBaseQuantities.Width,Qto_BuildingElementProxyQuantities.NetVolume,KAAN_ILS Summary.3.6 NL-SfB code,KAAN_Qtos.Area,Qto_WindowBaseQuantities.Area,Pset_RoofCommon.id,Pset_BuildingCommon.Reference,KAAN_ILS Summary.4.4 Uitwendig | External,Qto_WallBaseQuantities.22_metalstud_profielen,Pset_DoorCommon.SelfClosing,Pset_WindowCommon.Reference,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (2),Pset_StairCommon.IsExternal,Pset_BuildingCommon.id,Pset_StairFlightCommon.id,Pset_SlabCommon.IsExternal,Qto_OpeningElementBaseQuantities.Area,KAAN_Qtos.Volume,Pset_TransportElementCommon.id,Pset_EnvironmentalImpactIndicators.id,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_BuildingSystemCommon.Reference,KAAN_ILS Summary.3.6 NL-SfB Omschrijving | NL-SfB Description,Qto_DoorBaseQuantities.Width,Qto_WallBaseQuantities.00_gips_beplating_wand_610mm,Pset_BuildingStoreyCommon.AboveGround,Qto_CoveringBaseQuantities.00_baksteen [gevel plint + B2],Pset_TransportElementCommon.Reference,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm,Pset_DoorCommon.id,Qto_CoveringBaseQuantities.20_isolatie_steenwol_130mm,KAAN_ILS Summary.1.3 Fase Gebouwd | Construction Phase,Qto_RailingBaseQuantities.id,Qto_OpeningElementBaseQuantities.id,Qto_OpeningElementBaseQuantities.Height,Pset_SlabCommon.id,KAAN_Qtos.Height,Qto_SlabBaseQuantities.NetVolume,Pset_CoveringCommon.ThermalTransmittance,Pset_BuildingCommon.NumberOfStoreys,Qto_CoveringBaseQuantities.GrossArea,Pset_RailingCommon.Height,Pset_WallCommon.id,Pset_CoveringCommon.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_BuildingElementProxyCommon.Reference,Qto_DoorBaseQuantities.Area,Pset_StairCommon.id,Qto_SlabBaseQuantities.GrossArea,Pset_SanitaryTerminalTypeCommon.Reference,KAAN_Qtos.Width,Qto_WallBaseQuantities.id,Pset_CoveringCommon.IsExternal,KAAN_ILS Summary.4.5 Brandveiligheid | Fire Rating,Pset_OpeningElementCommon.FireExit,KAAN_Qtos.Perimeter,Pset_BuildingSystemCommon.id,Pset_WallCommon.ThermalTransmittance,Pset_RoofCommon.IsExternal,Qto_OpeningElementBaseQuantities.Depth,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (3),Pset_StairCommon.NumberOfTreads,Qto_CoveringBaseQuantities.45.1 afbouwplaat,Qto_CoveringBaseQuantities.id,Pset_SiteCommon.id,Pset_WallCommon.FireRating,Pset_RailingCommon.IsExternal,Pset_StairFlightCommon.NumberOfRiser,Qto_WallBaseQuantities.20_isolatie_steenwol_150mm,Pset_BuildingStoreyCommon.Reference,Qto_WallBaseQuantities.NetSideArea,Pset_OpeningElementCommon.Reference,Qto_CoveringBaseQuantities.permavoid,Qto_WallBaseQuantities.Air,Qto_SlabBaseQuantities.Length,Qto_WallBaseQuantities.Width,Qto_WallBaseQuantities.NetVolume,Qto_WallBaseQuantities.00_gips (2),Pset_DoorCommon.IsExternal,KAAN_Qtos.id,Pset_WallCommon.LoadBearing,Pset_ReinforcementBarPitchOfWall.id,KAAN_ILS Summary.1.2 Naamgeving Element | Type Name,Qto_RoofBaseQuantities.id,Qto_SlabBaseQuantities.GrossVolume,Qto_SlabBaseQuantities.Perimeter,Pset_WallCommon.IsExternal,Pset_StairCommon.NosingLength,Pset_ReinforcementBarPitchOfSlab.id,Qto_WallBaseQuantities.00_isolatie_EPS,Qto_WallBaseQuantities.GrossFootprintArea,Qto_WallBaseQuantities.20_isolatie_steenwol_75mm,Qto_WallBaseQuantities.00_gips,Pset_BuildingStoreyCommon.id,Qto_CoveringBaseQuantities.GROND (2),KAAN_Qtos.Length,Pset_DoorCommon.FireExit,KAAN_Qtos.Rough Width,Pset_BuildingElementProxyCommon.IsExternal,KAAN_Qtos.ClearHeight,Qto_DoorBaseQuantities.id,Pset_StairFlightCommon.NosingLength,Qto_RoofBaseQuantities.ProjectedArea,Pset_RoofCommon.Reference,Qto_WindowBaseQuantities.Height,Qto_WallBaseQuantities.GrossSideArea
25,2913,1o8LlZafj1yx43HydH7sTd,IfcTransportElement,ELEVATOR,66_GM_lift_E1_1000kg_1100x2100_GEN1:deur-900x2100_lift-2150x1100:19785345,-1 kelder,20246.19155139567,83270.01637243647,-3350.0,66_GM_lift_E1_1000kg_1100x2100_GEN1:deur-900x2100_lift-2150x1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.0,,,,,,,deur-900x2100_lift-2150x1100,,,,,,,,,,,,21.078169999999716,,,,,,,,,,,,,,0.8263115040000906,2919.0,2918.0,,,,,,,,deur-900x2100_lift-2150x1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2943,1o8LlZafj1yx43HydH7sTa,IfcTransportElement,ELEVATOR,66_GM_lift_E1_1000kg_1100x2100_GEN1:deur-900x2100_lift-2150x1100:19785346,-1 kelder,20246.191551395677,85170.01637243645,-3350.0,66_GM_lift_E1_1000kg_1100x2100_GEN1:deur-900x2100_lift-2150x1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.0,,,,,,,deur-900x2100_lift-2150x1100,,,,,,,,,,,,21.078169999999716,,,,,,,,,,,,,,0.8263115040000906,2948.0,2947.0,,,,,,,,deur-900x2100_lift-2150x1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2967,1o8LlZafj1yx43HydH7sTb,IfcTransportElement,ELEVATOR,66_GM_lift_E1_1000kg_1100x2100_GEN1:deur-900x2100_lift-2150x1100:19785347,-1 kelder,20246.191551395685,87070.01637243645,-3350.0,66_GM_lift_E1_1000kg_1100x2100_GEN1:deur-900x2100_lift-2150x1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977.0,,,,,,,deur-900x2100_lift-2150x1100,,,,,,,,,,,,21.078169999999716,,,,,,,,,,,,,,0.8263115040000906,2972.0,2971.0,,,,,,,,deur-900x2100_lift-2150x1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2980.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2999,1o8LlZafj1yx43HydH7sT3,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:19785381,-2 kelder,18226.191328693953,88907.51648769692,-6200.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2600.0,,,,,,,,,,,1899.9999999999238,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.7409999999999701,,,3020.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,4.939999999999801,,,,,,,,,,,,,,0.7409999999999729,,3010.0,,,,,,,,,,,,,,,,,,,,,,,3014.0,,,,,,,,150.0,3008.0,,,,,,5.7333333333333325,,,,,,,,105,,,,,4.939999999999801,,,,,150.0,0.7409999999999729,,,3024.0,False,3012.0,,,,,False,,,,0.28499999999998954,,,,,1899.9999999999231,,,,,,,,,,4.9399999999998006
29,3044,1o8LlZafj1yx43HydH7sT0,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_100mm:19785382,-2 kelder,23076.17534120058,88882.5164876969,-6200.0,Basic Wall:22_WA_kalkzandsteen gen_100mm,00_kalkzandsteen [bouwkundig],,2600.0,,,,,,,,,,,580.0001152604607,,,,22_WA_kalkzandsteen gen_100mm,,,,,,,,,,,,,,0.15080002996771957,,,3064.0,kalkzandsteen 100mm lijmblokken,,,,,,22_WA_kalkzandsteen gen_100mm,,False,,22_WA_kalkzandsteen gen_100mm,,,,,,,,1.5080002996771957,,,,,,,,,,,,,,0.150800029967718,,3055.0,,,,,,,,,,,,,,,,,,,,,,,3059.0,,,,,,,,100.0,3053.0,,,,,,8.6,,,,,,,,0,,,,,1.5080002996771957,,,,,100.0,0.150800029967718,,,3068.0,False,3057.0,,,,,False,,,,0.05800001152604786,,,,,630.0001152604614,,,,,,,,,,1.5080002996771957
30,3489,3ckNqxlPD3if8ACd9cHsJ7,IfcDoor,DOOR,32_DO_WB_Houten deur_beton:Door_1018x2392_B60_glas_thermisch:19867684,-1 kelder,44851.19132869395,53172.50138806005,-3440.0,32_DO_WB_Houten deur_beton:Door_1018x2392_B60_glas_thermisch,,Door_1018x2392_B60_glas_thermisch,,,,,,,,,,,2392.0,,,,,,,,,,2388.0,EI60,,,,40.0,,,,,,,3501.0,,,,,884.0,,Door_1018x2392_B60_glas_thermisch,,,,,,,,,,,,1.0304209999999987,,,,,,True,,,,,,,,0.02920578399999985,,3496.0,,,,1018.0,,,,,,3495.0,,,,,,,2392.0,,,,,,,,,,2.435056,,,,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3504.0,,,,,,,,,,,,,,,,,True,1010.0,,2325.0,3512.0,,,,,
31,3544,2XzBsnoAz5fxVRSJ$XCMgP,IfcAnnotation,,Model Lines:19872288,00 begane grond,-5913.8086713060475,99292.51637243734,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3574,3K5eeQp$L3UOMHVD8qThvK,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20062239,-1 kelder,25126.191328693953,75402.51637243734,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2799.999999999997,,,,,,,,,,,1999.999999978508,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.48254999999097603,,,3633.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,3.21699999993984,,,,,,,,,,,,,,0.48254999999097725,,3623.0,,,,,,,,,,,,,,,,,,,,,,,3627.0,,,,,,,,150.0,3621.0,,,,,,5.7333333333333325,,,,,,,,30,,,,,3.21699999993984,,,,,150.0,0.48254999999097725,,,3637.0,False,3625.0,,,,,False,,,,0.29999999999677723,,,,,2049.999999978509,,,,,,,,,,3.21699999993984
33,3587,2U5To8De6CKp0J_AP1w0RJ,IfcOpeningElement,OPENING,Basic Wall:22_WA_kalkzandsteen gen_150mm:20062239,,25126.191328693953,75402.51637243734,-3350.0,,,,,,,3640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645.0,,,,,,,Door_1018x2392_B30_glas_thermisch,,,,,,,,,999.999999999998,,,1.0304209999999971,,,,,,,,,,,,,,0.02920578399999988,,3639.0,,,,,,,,,,,,,,3591.0,2472.9999999999814,,,,,,,,,,,,,,,,,,,,True,,,,,3048.0,,,,,,,,,,,,Door_1018x2392_B30_glas_thermisch,,,,,,,,3648.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3606,242blJ7tGyk8VkcHCzemUS,IfcOpeningElement,OPENING,Basic Wall:22_WA_kalkzandsteen gen_150mm:20062239,,25126.191328693953,75402.51637243734,-3350.0,,,,,,,3650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,Door_1018x2392_B30_glas_thermisch,,,,,,,,,999.999999999998,,,1.0304209999999971,,,,,,,,,,,,,,0.02920578399999988,,3649.0,,,,,,,,,,,,,,3610.0,2472.9999999999814,,,,,,,,,,,,,,,,,,,,True,,,,,3048.0,,,,,,,,,,,,Door_1018x2392_B30_glas_thermisch,,,,,,,,3658.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3743,3K5eeQp$L3UOMHVD8qThuc,IfcDoor,DOOR,32_DO_WB_Houten deur_metalstud:Door_1018x2392_B60_glas:20062317,-1 kelder,23103.191328693953,78992.2080642987,-3440.0,32_DO_WB_Houten deur_metalstud:Door_1018x2392_B60_glas,,Door_1018x2392_B60_glas,,,,,,,,,,,2392.0,,,,,,,,,,2383.0,EI60,,,,40.0,,,,,,,3755.0,,,,,884.0,,Door_1018x2392_B60_glas,,,,,,,,,,,,1.0304209999999971,,,,,,True,,,,,,,,0.02920578399999988,,3750.0,,,,1018.0,,,,,,3749.0,,,,,,,2392.0,,,,,,,,,,2.435056,,,,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3758.0,,,,,,,,,,,,,,,,,True,1000.0000000000001,,2325.0,3766.0,,,,,
36,4489,3fZJBKmfP3MhMUBQcdOMo_,IfcDoor,DOOR,32_DO_WB_Houten deur_dubbel_metalstud:1818x2392_B00_zelfsluitend:20074298,-1 kelder,68986.19132869395,74822.51598512752,-3440.0,32_DO_WB_Houten deur_dubbel_metalstud:1818x2392_B00_zelfsluitend,,1818x2392_B00_zelfsluitend,,,,,,,,,,,2392.0,,,,,,,,,,2383.0,geen,,,,40.0,,,,,,,4502.0,,,,,1684.0,,1818x2392_B00_zelfsluitend,,,,,,,,,,,,1.1752209999999959,,,,,,True,,,,,,,,0.033336183999999915,,4496.0,,,,1818.0,,,,,,4495.0,,,,,,,2392.0,,,,,,,,,,4.348656,,,,1818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4505.0,,,,,,,,,,,,,,,,,False,1800.0000000000002,,2325.0,4513.0,,,,,
37,4554,3fZJBKmfP3MhMUBQcdOMo$,IfcBuildingElementProxy,NOTDEFINED,32_GM_UN_door swing clash object:clash object 90 graden:20074299,-1 kelder,68951.19132869395,74658.51598512655,-3324.0,32_GM_UN_door swing clash object:clash object 90 graden,Default Clash Object,,,,,,,,,4556.0,,,,,,,8.347346114935027,,,,,4571.0,,,,,,,,,,,,,4562.0,,,,,,,clash object 90 graden,,,,,,,,,,1.3645282272502657,,,,,,,,,,,,,,,,1.3645282272502666,,4557.0,,,,,,,,,,,,,,,,,,,,,,,,,,clash object 90 graden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564.0,,,,,,,,,,,,,,,,,,,False,,,,,,,
38,4583,077LnGfS9DHPx1_g$HpedP,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/2.150.2 A:20134808,-1 kelder,23026.191328693953,80042.5164876864,-3350.0,Basic Wall:22_WA_MS 200/2.150.2 A,Basic Wall:22_WA_MS 200/2.150.2 A,,2799.999999999997,,,,,,,,,,,4565.000115249923,,,,22_WA_MS 200/2.150.2 A,,,,,,,,,,,"{'id': 944, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,2.0798000645399606,,,4648.0,metalstud wand 200mm MS200/2.150.2.A,,,,,,22_WA_MS 200/2.150.2 A,,False,,22_WA_MS 200/2.150.2 A,,,,,,,,10.399000322699804,,,,,,,,"{'id': 941, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,2.079800064539937,,4638.0,,,,,,,,,"{'id': 940, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,4642.0,,,,,,,,200.0,4636.0,,,,,,0.22278225806451613,,,"{'id': 943, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,60,,,"{'id': 942, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 150.0}}",,10.399000322699804,,,,,200.0,2.079800064539937,,,4652.0,False,4640.0,,,,,False,,,,,,,,,4565.000115249923,,,,,,,,,,10.399000322699802
39,4687,0$O3ugYkv2cwoxBiuk$Wvn,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20148207,-1 kelder,35901.19132869395,52852.51637243734,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2614.999999999999,,,,,,,,,,,1400.000000000011,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.19170000000000512,,,4708.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,1.2780000000000398,,,,,,,,,,,,,,0.19170000000000662,,4698.0,,,,,,,,,,,,,,,,,,,,,,,4702.0,,,,,,,,150.0,4696.0,,,,,,5.7333333333333325,,,,,,,,60,,,,,1.2780000000000398,,,,,150.0,0.19170000000000656,,,4712.0,False,4700.0,,,,,False,,,,0.2100000000000024,,,,,1325.0000000000107,,,,,,,,,,1.2780000000000342
40,4732,0$O3ugYkv2cwoxBiuk$X9q,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20148537,-1 kelder,69261.19132869395,75022.51598512752,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2800.0000000003324,,,,,,,,,,,1550.0000000000032,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.6510000000000784,,,4753.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,4.340000000000523,,,,,,,,,,,,,,0.6510000000000808,,4743.0,,,,,,,,,,,,,,,,,,,,,,,4747.0,,,,,,,,150.0,4741.0,,,,,,5.7333333333333325,,,,,,,,60,,,,,4.340000000000523,,,,,150.0,0.6510000000000808,,,4757.0,False,4745.0,,,,,False,,,,0.2325000000000013,,,,,1550.0000000000025,,,,,,,,,,4.340000000000523
41,4777,0$O3ugYkv2cwoxBiuk$XAr,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20148728,-1 kelder,73406.1674171893,78617.51637243734,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2800.000000000332,,,,,,,,,,,1399.976088496427,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.5879899571685692,,,4798.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,3.919933047790461,,,,,,,,,,,,,,0.5879899571685718,,4788.0,,,,,,,,,,,,,,,,,,,,,,,4792.0,,,,,,,,150.0,4786.0,,,,,,5.7333333333333325,,,,,,,,60,,,,,3.919933047790461,,,,,150.0,0.5879899571685718,,,4802.0,False,4790.0,,,,,False,,,,0.20999641327446486,,,,,1474.9760884964273,,,,,,,,,,3.919933047790461
42,4837,0$O3ugYkv2cwoxBiuk$XTO,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20149269,-1 kelder,71856.19132869395,76497.51598512752,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2799.999999999999,,,,,,,,,,,2519.9999999999036,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.7009499999999593,,,4877.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,4.672999999999741,,,,,,,,,,,,,,0.7009499999999622,,4867.0,,,,,,,,,,,,,,,,,,,,,,,4871.0,,,,,,,,150.0,4865.0,,,,,,5.7333333333333325,,,,,,,,60,,,,,4.672999999999741,,,,,150.0,0.7009499999999622,,,4881.0,False,4869.0,,,,,False,,,,0.37799999999998696,,,,,2669.9999999999127,,,,,,,,,,4.672999999999729
43,4850,0PkC_06N86nnuRpBI_7RlV,IfcOpeningElement,OPENING,Basic Wall:22_WA_kalkzandsteen gen_150mm:20149269,,71856.19132869395,76497.51598512752,-3350.0,,,,,,,4883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888.0,,,,,,,Door_1018x2392_B60_thermisch,,,,,,,,,999.999999999998,,,1.0304209999999965,,,,,,,,,,,,,,0.02920578399999978,,4882.0,,,,,,,,,,,,,,4854.0,2472.9999999999814,,,,,,,,,,,,,,,,,,,,False,,,,,3048.0,,,,,,,,,,,,Door_1018x2392_B60_thermisch,,,,,,,,4891.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5316,2G4PtMLIfCw92zMVHDxCGF,IfcDoor,DOOR,32_DO_WB_Houten deur_beton:Door_1018x2392_B30_glas:20409420,-1 kelder,75256.16741718931,78527.51637243734,-3440.0,32_DO_WB_Houten deur_beton:Door_1018x2392_B30_glas,,Door_1018x2392_B30_glas,,,,,,,,,,,2392.0,,,,,,,,,,2388.0,EI30,,,,40.0,,,,,,,5329.0,,,,,884.0,,Door_1018x2392_B30_glas,,,,,,,,,,,,1.0304209999999967,,,,,,True,,,,,,,,0.02920578399999985,,5324.0,,,,1018.0,,,,,,5323.0,,,,,,,2392.0,,,,,,,,,,2.435056,,,,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,5332.0,,,,,,,,,,,,,,,,,True,1010.0,,2325.0,5340.0,,,,,
45,5383,3BZ$IDdpLFTA8XDVuVbs7N,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20478343,-1 kelder,55646.19132869395,46877.51637243734,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2615.0,,,,,,,,,,,3920.0000000008686,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,1.5376200000003402,,,5422.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,10.250800000002268,,,,,,,,,,,,,,1.537620000000346,,5413.0,,,,,,,,,,,,,,,,,,,,,,,5417.0,,,,,,,,150.0,5411.0,,,,,,5.7333333333333325,,,,,,,,0,,,,,10.250800000002268,,,,,150.0,1.537620000000346,,,5426.0,False,5415.0,,,,,False,,,,0.5880000000001322,,,,,3845.000000000867,,,,,,,,,,10.250800000002268
46,5396,0TexEh32NmQfNNI3DrlQmL,IfcOpeningElement,OPENING,Basic Wall:22_WA_kalkzandsteen gen_150mm:20478343,,55646.19132869395,46877.51637243734,-3350.0,,,,,,,5429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434.0,,,,,,,Door_1018x2392_B00,,,,,,,,,150.00000000000054,,,1.0304209999999965,,,,,,,,,,,,,,0.029205783999999874,,5428.0,,,,,,,,,,,,,,5400.0,2472.9999999999814,,,,,,,,,,,,,,,,,,,,False,,,,,1000.0000000000066,,,,,,,,,,,,Door_1018x2392_B00,,,,,,,,5437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5474,3BZ$IDdpLFTA8XDVuVbs7O,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20478344,-1 kelder,51801.19132869395,46802.51637243734,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2675.0000000000005,,,,,,,,,,,1350.0000000000396,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,0.18423750000001687,,,5494.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,1.2282500000001284,,,,,,,,,,,,,,0.18423750000001865,,5485.0,,,,,,,,,,,,,,,,,,,,,,,5489.0,,,,,,,,150.0,5483.0,,,,,,5.7333333333333325,,,,,,,,0,,,,,1.2282500000001284,,,,,150.0,0.18423750000001865,,,5498.0,False,5487.0,,,,,False,,,,0.20250000000000667,,,,,1425.0000000000398,,,,,,,,,,1.2282500000001124
48,5533,3gef5Gbpf3CA63VM8074m4,IfcWall,STANDARD,Basic Wall:22_WA_kalkzandsteen gen_150mm:20810094,-1 kelder,6176.1913286939525,79892.51637243734,-3350.0,Basic Wall:22_WA_kalkzandsteen gen_150mm,00_kalkzandsteen [bouwkundig],,2800.0,,,,,,,,,,,4549.999999935999,,,,22_WA_kalkzandsteen gen_150mm,,,,,,,,,,,,,,1.2675899999731244,,,5553.0,kalkzandsteen 150mm,,,,,,22_WA_kalkzandsteen gen_150mm,,False,,22_WA_kalkzandsteen gen_150mm,,,,,,,,8.450599999820827,,,,,,,,,,,,,,1.2675899999731288,,5544.0,,,,,,,,,,,,,,,,,,,,,,,5548.0,,,,,,,,150.0,5542.0,,,,,,5.7333333333333325,,,,,,,,0,,,,,8.450599999820827,,,,,150.0,1.267589999973129,,,5557.0,False,5546.0,,,,,False,,,,0.6824999999904025,,,,,4549.999999935999,,,,,,,,,,8.45059999982083
49,5967,3gef5Gbpf3CA63VM8074tr,IfcDoor,DOOR,32_DO_WB_Houten deur_metalstud:Door_1018x2392_B30_glas_thermisch:20810104,-1 kelder,19106.883020555026,75150.51637243734,-3440.0,32_DO_WB_Houten deur_metalstud:Door_1018x2392_B30_glas_thermisch,,Door_1018x2392_B30_glas_thermisch,,,,,,,,,,,2392.0,,,,,,,,,,2383.0,EI30,,,,40.0,,,,,,,5979.0,,,,,884.0,,Door_1018x2392_B30_glas_thermisch,,,,,,,,,,,,1.0304209999999971,,,,,,True,,,,,,,,0.02920578399999988,,5974.0,,,,1018.0,,,,,,5973.0,,,,,,,2392.0,,,,,,,,,,2.435056,,,,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,5982.0,,,,,,,,,,,,,,,,,True,1000.0000000000001,,2325.0,5990.0,,,,,
