,ExpressId,GlobalId,Class,PredefinedType,Name,Level,x_coordinate,y_coordinate,z_coordinate,Type,Material,Pset_DoorCommon.Reference,Qto_WallBaseQuantities.Height,Pset_RailingCommon.Reference,Qto_CoveringBaseQuantities.GROND,Pset_OpeningElementCommon.id,Qto_CoveringBaseQuantities.Width,KAAN_ILS Summary.1.1 Revit Category,Pset_SiteCommon.Reference,Pset_BuildingElementProxyCommon.id,Pset_StairCommon.NumberOfRiser,KAAN_ILS Summary.3.4 IFC Entiteit | IFC Class,Qto_DoorBaseQuantities.Height,Qto_WallBaseQuantities.Length,Qto_WindowBaseQuantities.Width,Pset_BuildingCommon.IsLandmarked,Qto_BuildingElementProxyQuantities.NetSurfaceArea,Pset_ReinforcementBarPitchOfWall.Reference,Pset_SlabCommon.PitchAngle,Pset_SlabCommon.LoadBearing,Qto_CoveringBaseQuantities.Lijm,Qto_BuildingElementProxyQuantities.id,KAAN_Qtos.Rough Height,Pset_DoorCommon.FireRating,Pset_SanitaryTerminalTypeCommon.id,KAAN_ILS Summary.4.3 Dragend | Load Bearing,Qto_RailingBaseQuantities.Length,KAAN_Qtos.Thickness,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (4),Pset_SlabCommon.Reference,Qto_CoveringBaseQuantities.40_tegels_keramisch_300x300mm,Qto_WallBaseQuantities.GrossVolume,Qto_WindowBaseQuantities.id,Qto_SlabBaseQuantities.id,KAAN_ILS Summary.id,Pset_ReinforcementBarPitchOfWall.Description,Pset_ManufacturerTypeInformation.Manufacturer,Pset_RailingCommon.id,KAAN_ILS Summary.3.3 Bouwlaag | Level,KAAN_Qtos.ClearWidth,Pset_StairFlightCommon.Reference,Pset_EnvironmentalImpactIndicators.Reference,Pset_StairCommon.Reference,Pset_WallCommon.ExtendToStructure,Pset_ManufacturerTypeInformation.id,Pset_WallCommon.Reference,Pset_CoveringCommon.id,Pset_WindowCommon.id,Pset_WindowCommon.IsExternal,Qto_OpeningElementBaseQuantities.Volume,Qto_OpeningElementBaseQuantities.Width,Qto_BuildingElementProxyQuantities.NetVolume,KAAN_ILS Summary.3.6 NL-SfB code,KAAN_Qtos.Area,Qto_WindowBaseQuantities.Area,Pset_RoofCommon.id,Pset_BuildingCommon.Reference,KAAN_ILS Summary.4.4 Uitwendig | External,Qto_WallBaseQuantities.22_metalstud_profielen,Pset_DoorCommon.SelfClosing,Pset_WindowCommon.Reference,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (2),Pset_StairCommon.IsExternal,Pset_BuildingCommon.id,Pset_StairFlightCommon.id,Pset_SlabCommon.IsExternal,Qto_OpeningElementBaseQuantities.Area,KAAN_Qtos.Volume,Pset_TransportElementCommon.id,Pset_EnvironmentalImpactIndicators.id,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_BuildingSystemCommon.Reference,KAAN_ILS Summary.3.6 NL-SfB Omschrijving | NL-SfB Description,Qto_DoorBaseQuantities.Width,Qto_WallBaseQuantities.00_gips_beplating_wand_610mm,Pset_BuildingStoreyCommon.AboveGround,Qto_CoveringBaseQuantities.00_baksteen [gevel plint + B2],Pset_TransportElementCommon.Reference,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm,Pset_DoorCommon.id,Qto_CoveringBaseQuantities.20_isolatie_steenwol_130mm,KAAN_ILS Summary.1.3 Fase Gebouwd | Construction Phase,Qto_RailingBaseQuantities.id,Qto_OpeningElementBaseQuantities.id,Qto_OpeningElementBaseQuantities.Height,Pset_SlabCommon.id,KAAN_Qtos.Height,Qto_SlabBaseQuantities.NetVolume,Pset_CoveringCommon.ThermalTransmittance,Pset_BuildingCommon.NumberOfStoreys,Qto_CoveringBaseQuantities.GrossArea,Pset_RailingCommon.Height,Pset_WallCommon.id,Pset_CoveringCommon.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_BuildingElementProxyCommon.Reference,Qto_DoorBaseQuantities.Area,Pset_StairCommon.id,Qto_SlabBaseQuantities.GrossArea,Pset_SanitaryTerminalTypeCommon.Reference,KAAN_Qtos.Width,Qto_WallBaseQuantities.id,Pset_CoveringCommon.IsExternal,KAAN_ILS Summary.4.5 Brandveiligheid | Fire Rating,Pset_OpeningElementCommon.FireExit,KAAN_Qtos.Perimeter,Pset_BuildingSystemCommon.id,Pset_WallCommon.ThermalTransmittance,Pset_RoofCommon.IsExternal,Qto_OpeningElementBaseQuantities.Depth,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (3),Pset_StairCommon.NumberOfTreads,Qto_CoveringBaseQuantities.45.1 afbouwplaat,Qto_CoveringBaseQuantities.id,Pset_SiteCommon.id,Pset_WallCommon.FireRating,Pset_RailingCommon.IsExternal,Pset_StairFlightCommon.NumberOfRiser,Qto_WallBaseQuantities.20_isolatie_steenwol_150mm,Pset_BuildingStoreyCommon.Reference,Qto_WallBaseQuantities.NetSideArea,Pset_OpeningElementCommon.Reference,Qto_CoveringBaseQuantities.permavoid,Qto_WallBaseQuantities.Air,Qto_SlabBaseQuantities.Length,Qto_WallBaseQuantities.Width,Qto_WallBaseQuantities.NetVolume,Qto_WallBaseQuantities.00_gips (2),Pset_DoorCommon.IsExternal,KAAN_Qtos.id,Pset_WallCommon.LoadBearing,Pset_ReinforcementBarPitchOfWall.id,KAAN_ILS Summary.1.2 Naamgeving Element | Type Name,Qto_RoofBaseQuantities.id,Qto_SlabBaseQuantities.GrossVolume,Qto_SlabBaseQuantities.Perimeter,Pset_WallCommon.IsExternal,Pset_StairCommon.NosingLength,Pset_ReinforcementBarPitchOfSlab.id,Qto_WallBaseQuantities.00_isolatie_EPS,Qto_WallBaseQuantities.GrossFootprintArea,Qto_WallBaseQuantities.20_isolatie_steenwol_75mm,Qto_WallBaseQuantities.00_gips,Pset_BuildingStoreyCommon.id,Qto_CoveringBaseQuantities.GROND (2),KAAN_Qtos.Length,Pset_DoorCommon.FireExit,KAAN_Qtos.Rough Width,Pset_BuildingElementProxyCommon.IsExternal,KAAN_Qtos.ClearHeight,Qto_DoorBaseQuantities.id,Pset_StairFlightCommon.NosingLength,Qto_RoofBaseQuantities.ProjectedArea,Pset_RoofCommon.Reference,Qto_WindowBaseQuantities.Height,Qto_WallBaseQuantities.GrossSideArea
82,9144,35d_UfjvzAaQAXoC7aYh6O,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23886564,-1 kelder,15026.191328693953,81522.51648769698,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,8739.99976949776,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,4.950399870918748,,,9199.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,24.75199935459373,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,4.950399870918799,,9190.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9194.0,,,,,,,,200.0,9188.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,24.75199935459373,,,,,200.0,4.950399870918799,,,9203.0,False,9192.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,8739.99976949776,,,,,,,,,,24.751999354593735
83,9216,35d_UfjvzAaQAXoC7aYhze,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23886577,-1 kelder,17726.191328693953,75227.51637243734,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,7499.999999989246,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,3.3587999999939875,,,9271.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,16.793999999969937,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,3.3587999999940235,,9262.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9266.0,,,,,,,,200.0,9260.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,16.793999999969937,,,,,200.0,3.3587999999940235,,,9275.0,False,9264.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,7499.999999989246,,,,,,,,,,16.793999999969934
84,9288,3hmyo4cln13ORZ4KjAhPam,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23892770,-1 kelder,17826.191328693953,75327.51637243734,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,4714.999999999994,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,2.6404,,,9343.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,13.201999999999995,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,2.6403999999999703,,9334.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9338.0,,,,,,,,200.0,9332.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,13.201999999999995,,,,,200.0,2.6403999999999703,,,9347.0,False,9336.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,4714.999999999994,,,,,,,,,,13.201999999999998
85,9360,3hmyo4cln13ORZ4KjAhPcJ,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23892927,-1 kelder,17926.191328693953,90762.51637243734,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,4675.000000063485,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,2.618000000035552,,,9415.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,13.09000000017776,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,2.6180000000355514,,9406.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9410.0,,,,,,,,200.0,9404.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,13.09000000017776,,,,,200.0,2.6180000000355514,,,9419.0,False,9408.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,4675.000000063485,,,,,,,,,,13.090000000177758
86,9432,3hmyo4cln13ORZ4KjAhPxW,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23893196,-1 kelder,57751.19132869395,94492.51637243734,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,5799.999999999998,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,3.3599999999999985,,,9487.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,16.799999999999994,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,3.3599999999999985,,9478.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9482.0,,,,,,,,200.0,9476.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,16.799999999999994,,,,,200.0,3.3599999999999985,,,9491.0,False,9480.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,5799.999999999998,,,,,,,,,,16.79999999999999
87,9504,3hmyo4cln13ORZ4KjAhPyi,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23893248,-1 kelder,51851.19132869395,94392.51637243734,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,8380.000000000966,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,3.7396000000005474,,,9559.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,18.698000000002736,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,3.739600000000507,,9550.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9554.0,,,,,,,,200.0,9548.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,18.698000000002736,,,,,200.0,3.739600000000507,,,9563.0,False,9552.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,8380.000000000966,,,,,,,,,,18.698000000002736
88,9576,3hmyo4cln13ORZ4KjAhPy4,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23893288,-1 kelder,51951.19132869395,86112.51637243734,-3350.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2800.0,,,,,,,,,,,5800.000000000007,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,3.2480000000000038,,,9631.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,16.24000000000002,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,3.248000000000005,,9622.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9626.0,,,,,,,,200.0,9620.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,16.24000000000002,,,,,200.0,3.248000000000005,,,9635.0,False,9624.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,5800.000000000007,,,,,,,,,,16.240000000000016
89,9648,3ye94iqtf8cQ1Q7NSyEFr8,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23900757,-2 kelder,25026.191328693953,79942.51637243734,-6200.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2449.9999999999995,,,,,,,,,,,6802.500000061412,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,2.3684730000301006,,,9703.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,11.842365000150501,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,2.3684730000300998,,9694.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9698.0,,,,,,,,200.0,9692.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,11.842365000150501,,,,,200.0,2.3684730000301,,,9707.0,False,9696.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,6802.500000061412,,,,,,,,,,11.842365000150501
90,9720,3ye94iqtf8cQ1Q7NSyEFn4,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23901017,-2 kelder,17826.191328693953,80342.51648768641,-6200.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2600.0,,,,,,,,,,,1280.000000010555,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,0.7176000000054894,,,9775.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,3.5880000000274466,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,0.717600000005497,,9766.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9770.0,,,,,,,,200.0,9764.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,3.5880000000274466,,,,,200.0,0.717600000005497,,,9779.0,False,9768.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,1280.000000010555,,,,,,,,,,3.5880000000274466
91,9792,3ye94iqtf8cQ1Q7NSyEFpo,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23901167,-2 kelder,17726.191328693953,81622.51648769696,-6200.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2600.0,,,,,,,,,,,2800.4707038600814,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,1.4562447660072424,,,9847.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,7.281223830036212,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,1.4562447660072426,,9838.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9842.0,,,,,,,,200.0,9836.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,7.281223830036212,,,,,200.0,1.4562447660072426,,,9851.0,False,9840.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,2800.4707038600814,,,,,,,,,,7.281223830036212
92,9864,3ye94iqtf8cQ1Q7NSyEFiD,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23901200,-2 kelder,15025.720624832757,81722.51648769698,-6200.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2600.0,,,,,,,,,,,7459.999999999961,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,3.87919999999998,,,9919.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,19.3959999999999,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,3.8792000000000217,,9910.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9914.0,,,,,,,,200.0,9908.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,19.3959999999999,,,,,200.0,3.8792000000000217,,,9923.0,False,9912.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,7459.999999999961,,,,,,,,,,19.3959999999999
93,9936,3ye94iqtf8cQ1Q7NSyEFUt,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23902378,-2 kelder,37101.19132869395,49827.51637243734,-6200.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2600.0,,,,,,,,,,,7750.000000000014,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,4.030000000000004,,,9991.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,20.150000000000016,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,4.029999999999959,,9982.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,9986.0,,,,,,,,200.0,9980.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,20.150000000000016,,,,,200.0,4.029999999999959,,,9995.0,False,9984.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,7750.000000000014,,,,,,,,,,20.150000000000016
94,10008,3ye94iqtf8cQ1Q7NSyEFVz,IfcWall,STANDARD,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23902432,-2 kelder,44951.19132869395,49727.51637243734,-6200.0,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,2600.0,,,,,,,,,,,7700.0000000000255,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,,,,,,,3.6256240000000113,,,10082.0,thermisch geïsoleerde voorzetwand 200mm,,,,,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,False,,22_WA_MS 200/100 75.2.A geisoleerde voorzetwand,,,,,,,,18.128120000000056,,,,,,,,"{'id': 8488, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,3.6256239999999718,,10073.0,,,,,,,,,"{'id': 8487, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 12.5}}",,,,,,,,,,,,,,10077.0,,,,,,,,200.0,10071.0,,,,,,0.19602128737962496,,,,,,,,0,,,,,18.128120000000056,,,,,200.0,3.6256239999999718,,,10086.0,False,10075.0,,,,,False,,,"{'id': 8490, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 100.0}}",,"{'id': 8489, 'type': 'IfcPhysicalComplexQuantity', 'Discrimination': 'Layer', 'properties': {'Width': 75.0}}",,,,7700.0000000000255,,,,,,,,,,18.128120000000056
95,10058,0BecNdyrmRaidxJg5NiTc6,IfcOpeningElement,OPENING,Basic Wall:22_WA_MS 200/100 75.2.A geisoleerde voorzetwand:23902432,,44951.19132869395,49727.51637243734,-6200.0,,,,,,,10088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10093.0,,,,,,,Door_1018x2392_B60_glas_thermisch,,,,,,,,,1009.9999999999957,,,1.0304209999999987,,,,,,,,,,,,,,0.02920578399999985,,10087.0,,,,,,,,,,,,,,10062.0,2477.9999999999814,,,,,,,,,,,,,,,,,,,,True,,,,,3048.0,,,,,,,,,,,,Door_1018x2392_B60_glas_thermisch,,,,,,,,10096.0,,,,,,,,,,,,,,,,,,,,,,,,,,
